ProductID,DepartmentID,ProductCode,ProductName,Description,UnitPrice,Brand,ManufacturingDate
464,2,P000464,Lenovo ThinkPad P1 Workstation 464,Lenovo ThinkPad P1 Workstation laptop sold in Saudi Arabia,6317.85,Lenovo,6/7/2018
465,4,P000465,IKEA KALLAX Shelf Unit 465,IKEA KALLAX Shelf Unit furniture sold in Saudi Arabia,11821.69,IKEA,4/19/2021
466,1,P000466,Nike Air Max 90 Shoes 466,Nike Air Max 90 Shoes footwear sold in Saudi Arabia,1992.09,Nike,1/2/2017
467,5,P000467,Lenovo Yoga Slim 467,Lenovo Yoga Slim laptop sold in Saudi Arabia,5349.53,Lenovo,11/6/2021
468,2,P000468,Panasonic Eneloop Charger 468,Panasonic Eneloop Charger computer accessory sold in Saudi Arabia,2037.92,Panasonic,12/2/2021
469,4,P000469,Huawei nova 12 SE 469,Huawei nova 12 SE product sold in Saudi Arabia,805.23,Huawei,6/29/2019
470,1,P000470,Huawei nova 11i 470,Huawei nova 11i product sold in Saudi Arabia,8439.42,Huawei,9/5/2021
471,1,P000471,LG Heat Pump Dryer 471,LG Heat Pump Dryer laundry appliance sold in Saudi Arabia,1756.56,LG,6/14/2018
472,3,P000472,LG WashTower Laundry Center 472,LG WashTower Laundry Center laundry appliance sold in Saudi Arabia,5009.85,LG,7/22/2023
473,5,P000473,HP Victus 15 Gaming Laptop 473,HP Victus 15 Gaming Laptop laptop sold in Saudi Arabia,8627.99,HP,4/27/2024
474,4,P000474,Nike Dunk Low Shoes 474,Nike Dunk Low Shoes footwear sold in Saudi Arabia,10772.94,Nike,9/1/2025
475,2,P000475,Samsung Galaxy Tab S9 FE 475,Samsung Galaxy Tab S9 FE tablet sold in Saudi Arabia,6942.4,Samsung,4/20/2019
476,4,P000476,Philips Garment Steamer 476,Philips Garment Steamer kitchen or home appliance sold in Saudi Arabia,9069.04,Philips,4/21/2023
477,5,P000477,LG NeoChef Microwave 477,LG NeoChef Microwave microwave oven sold in Saudi Arabia,4888.9,LG,8/10/2018
478,1,P000478,Nike React Infinity Run Shoes 478,Nike React Infinity Run Shoes footwear sold in Saudi Arabia,6783.61,Nike,11/21/2016
479,4,P000479,Apple iPhone 15 Pro 479,Apple iPhone 15 Pro smartphone sold in Saudi Arabia,7968.68,Apple,1/28/2020
480,3,P000480,Apple iPhone 480,Apple iPhone smartphone sold in Saudi Arabia,5072.48,Apple,1/23/2022
481,2,P000481,Dell Latitude 7440 Laptop 481,Dell Latitude 7440 Laptop laptop sold in Saudi Arabia,5944.93,Dell,4/17/2019
482,3,P000482,Adidas Sweatshirt 482,Adidas Sweatshirt apparel sold in Saudi Arabia,3099.89,Adidas,7/29/2024
483,1,P000483,Lenovo Yoga 9i Laptop 483,Lenovo Yoga 9i Laptop laptop sold in Saudi Arabia,6503.97,Lenovo,11/16/2025
484,1,P000484,Sony HT-S400 Soundbar 484,Sony HT-S400 Soundbar audio device sold in Saudi Arabia,4887.34,Sony,9/7/2025
485,2,P000485,Apple iPhone 485,Apple iPhone smartphone sold in Saudi Arabia,4798.69,Apple,11/26/2017
486,2,P000486,IKEA MALM Bed Frame 486,IKEA MALM Bed Frame furniture sold in Saudi Arabia,11446.14,IKEA,6/2/2023
487,4,P000487,IKEA MALM Chest of Drawers 487,IKEA MALM Chest of Drawers furniture sold in Saudi Arabia,1913,IKEA,5/29/2023
488,2,P000488,Panasonic Microwave Oven 488,Panasonic Microwave Oven microwave oven sold in Saudi Arabia,2864.51,Panasonic,5/13/2018
489,5,P000489,LG CordZero Vacuum Cleaner 489,LG CordZero Vacuum Cleaner vacuum cleaner sold in Saudi Arabia,4954.14,LG,6/20/2022
490,5,P000490,Dell Precision 5680 Workstation 490,Dell Precision 5680 Workstation laptop sold in Saudi Arabia,575.23,Dell,8/3/2019
491,3,P000491,Lenovo IdeaPad Slim 491,Lenovo IdeaPad Slim laptop sold in Saudi Arabia,285.84,Lenovo,9/13/2021
492,2,P000492,Sony Memory Card TOUGH 492,Sony Memory Card TOUGH storage device sold in Saudi Arabia,1388.75,Sony,2/11/2026
493,1,P000493,Sony Camera Battery 493,Sony Camera Battery camera sold in Saudi Arabia,,Sony,5/14/2020
494,5,P000494,HP ZBook Firefly Workstation 494,HP ZBook Firefly Workstation laptop sold in Saudi Arabia,112.03,HP,2/14/2021
495,3,P000495,Nike Pegasus 41 Running Shoes 495,Nike Pegasus 41 Running Shoes footwear sold in Saudi Arabia,1491.36,Nike,1/20/2026
496,1,P000496,LG Dual Inverter Air Conditioner 496,LG Dual Inverter Air Conditioner air conditioner sold in Saudi Arabia,11967.53,LG,11/22/2018
497,3,P000497,Nike Metcon 9 Training Shoes 497,Nike Metcon 9 Training Shoes footwear sold in Saudi Arabia,2560.05,Nike,11/19/2018
498,4,P000498,Panasonic Rice Cooker 498,Panasonic Rice Cooker kitchen or home appliance sold in Saudi Arabia,6097.37,Panasonic,11/2/2023
499,4,P000499,LG Puricare Air Purifier 499,LG Puricare Air Purifier air treatment appliance sold in Saudi Arabia,3156.76,LG,9/5/2021
500,5,P000500,Canon EOS R5 Camera 500,Canon EOS R5 Camera camera sold in Saudi Arabia,2497.46,Canon,12/1/2023
501,2,P000501,Samsung Galaxy Watch6 501,Samsung Galaxy Watch6 product sold in Saudi Arabia,6976.14,Samsung,5/7/2019
502,5,P000502,Sony Charger 502,Sony Charger computer accessory sold in Saudi Arabia,1304.07,Sony,2/21/2024
503,2,P000503,HP LaserJet Pro Printer 503,HP LaserJet Pro Printer printer sold in Saudi Arabia,9940.79,HP,3/11/2024
504,1,P000504,Xiaomi 14 Ultra 504,Xiaomi 14 Ultra smartphone sold in Saudi Arabia,204.83,Xiaomi,11/12/2022
505,3,P000505,Huawei MatePad Pro 505,Huawei MatePad Pro tablet sold in Saudi Arabia,3805.32,Huawei,1/18/2026
506,5,P000506,Apple iPhone SE 506,Apple iPhone SE smartphone sold in Saudi Arabia,9448.12,Apple,3/22/2025
507,1,P000507,HP OfficeJet Pro Printer 507,HP OfficeJet Pro Printer printer sold in Saudi Arabia,1832.49,HP,8/5/2023
508,2,P000508,HP DeskJet Ink Printer 508,HP DeskJet Ink Printer printer sold in Saudi Arabia,-10,HP,2/26/2023
509,4,P000509,Philips Vacuum Cleaner 509,Philips Vacuum Cleaner vacuum cleaner sold in Saudi Arabia,5615.76,Philips,2/10/2025
510,5,P000510,Canon EOS R6 Mark II Camera 510,Canon EOS R6 Mark II Camera camera sold in Saudi Arabia,10790.3,Canon,11/13/2024
511,1,P000511,Huawei MatePad 11.5 511,Huawei MatePad 11.5 tablet sold in Saudi Arabia,704.12,Huawei,2/8/2020
512,5,P000512,Dell Alienware m16 Laptop 512,Dell Alienware m16 Laptop laptop sold in Saudi Arabia,1827.32,Dell,10/3/2018
513,2,P000513,Sony Camera Bag 513,Sony Camera Bag camera sold in Saudi Arabia,4160.51,Sony,1/20/2025
514,2,P000514,IKEA POÄNG Armchair 514,IKEA POÄNG Armchair furniture sold in Saudi Arabia,7368.23,IKEA,12/15/2017
515,1,P000515,Sony Alpha A7 IV Camera 515,Sony Alpha A7 IV Camera camera sold in Saudi Arabia,559.29,Sony,8/13/2022
516,4,P000516,Dell Alienware x14 Laptop 516,Dell Alienware x14 Laptop laptop sold in Saudi Arabia,1475.9,Dell,5/23/2019
517,3,P000517,Lenovo IdeaPad Gaming 517,Lenovo IdeaPad Gaming laptop sold in Saudi Arabia,8693.29,Lenovo,8/27/2017
518,2,P000518,Sony Alpha A7R V Camera 518,Sony Alpha A7R V Camera camera sold in Saudi Arabia,5504.58,Sony,11/1/2018
519,4,P000519,Lenovo Legion 5 Gaming Laptop 519,Lenovo Legion 5 Gaming Laptop laptop sold in Saudi Arabia,2607.91,Lenovo,6/14/2021
520,3,P000520,Panasonic Bread Maker 520,Panasonic Bread Maker kitchen or home appliance sold in Saudi Arabia,1619.71,Panasonic,11/26/2023
521,2,P000521,HP Smart Tank Printer 521,HP Smart Tank Printer printer sold in Saudi Arabia,6754.57,HP,5/19/2020
522,2,P000522,Canon EOS R8 Camera 522,Canon EOS R8 Camera camera sold in Saudi Arabia,523.55,Canon,11/17/2022
523,1,P000523,Canon EOS R50 Camera 523,Canon EOS R50 Camera camera sold in Saudi Arabia,-10,Canon,1/18/2019
524,3,P000524,Adidas Gym Bag 524,Adidas Gym Bag bag sold in Saudi Arabia,10353.53,Adidas,8/5/2023
525,5,P000525,Nike Free Run Shoes 525,Nike Free Run Shoes footwear sold in Saudi Arabia,5317.9,Nike,1/10/2023
526,1,P000526,Nike Jordan 1 Shoes 526,Nike Jordan 1 Shoes footwear sold in Saudi Arabia,318.47,Nike,10/2/2021
527,2,P000527,Xiaomi 527,Xiaomi product sold in Saudi Arabia,5406.03,Xiaomi,5/13/2026
528,3,P000528,Lenovo Legion Pro 528,Lenovo Legion Pro laptop sold in Saudi Arabia,6701.05,Lenovo,9/18/2021
529,3,P000529,LG Dishwasher QuadWash 529,LG Dishwasher QuadWash kitchen or home appliance sold in Saudi Arabia,4237.68,LG,8/16/2020
530,2,P000530,Nike Jordan 4 Shoes 530,Nike Jordan 4 Shoes footwear sold in Saudi Arabia,10784.56,Nike,9/25/2023
531,3,P000531,LG Soundbar S95QR 531,LG Soundbar S95QR audio device sold in Saudi Arabia,196.76,LG,10/28/2019
532,2,P000532,Lenovo ThinkBook 14 Laptop 532,Lenovo ThinkBook 14 Laptop laptop sold in Saudi Arabia,1467.58,Lenovo,9/18/2025
533,4,P000533,Apple MacBook Air M3 533,Apple MacBook Air M3 laptop sold in Saudi Arabia,7465.51,Apple,7/24/2024
534,4,P000534,IKEA LACK Coffee Table 534,IKEA LACK Coffee Table furniture sold in Saudi Arabia,306.03,IKEA,11/1/2017
535,5,P000535,Xiaomi Redmi Note 13 Pro 535,Xiaomi Redmi Note 13 Pro smartphone sold in Saudi Arabia,966.03,Xiaomi,7/22/2018
536,4,P000536,Philips Air Purifier 536,Philips Air Purifier air treatment appliance sold in Saudi Arabia,6038.41,philips,8/24/2025
537,1,P000537,Xiaomi Redmi Note 537,Xiaomi Redmi Note smartphone sold in Saudi Arabia,11479.44,Xiaomi,4/3/2026
538,4,P000538,Lenovo ThinkCentre Mini PC 538,Lenovo ThinkCentre Mini PC product sold in Saudi Arabia,11424.41,Lenovo,2/2/2017
539,2,P000539,HP E24 G5 Monitor 539,HP E24 G5 Monitor monitor sold in Saudi Arabia,7566.47,HP,11/27/2017
540,2,P000540,Samsung Galaxy Watch7 540,Samsung Galaxy Watch7 product sold in Saudi Arabia,7188.08,Samsung,8/23/2016
541,5,P000541,Canon EOS 90D Camera 541,Canon EOS 90D Camera camera sold in Saudi Arabia,7242.91,Canon,11/6/2024
542,2,P000542,Apple MacBook Pro 542,Apple MacBook Pro laptop sold in Saudi Arabia,10211.85,Apple,3/20/2019
543,3,P000543,Panasonic Blender 543,Panasonic Blender kitchen or home appliance sold in Saudi Arabia,10663.65,Panasonic,12/18/2022
544,3,P000544,Adidas Ultraboost Running Shoes 544,Adidas Ultraboost Running Shoes footwear sold in Saudi Arabia,358.01,Adidas,2/19/2017
545,3,P000545,Philips Humidifier 545,Philips Humidifier air treatment appliance sold in Saudi Arabia,6828.19,Philips,7/10/2022
546,1,P000546,IKEA LACK Side Table 546,IKEA LACK Side Table furniture sold in Saudi Arabia,8168.4,IKEA,2/3/2021
547,3,P000547,HP M27f Monitor 547,HP M27f Monitor monitor sold in Saudi Arabia,6750.45,HP,1/16/2022
548,4,P000548,Philips LED Bulb 548,Philips LED Bulb lighting product sold in Saudi Arabia,7970.41,Philips,6/18/2017
549,5,P000549,Apple MacBook Pro 549,Apple MacBook Pro laptop sold in Saudi Arabia,6270.11,Apple,1/2/2018
550,1,P000550,Adidas Superstar Shoes 550,Adidas Superstar Shoes footwear sold in Saudi Arabia,11432.14,Adidas,5/25/2018
551,2,P000551,Nike Dri-FIT T-Shirt 551,Nike Dri-FIT T-Shirt apparel sold in Saudi Arabia,10032.89,Nike,4/3/2017
552,4,P000552,Panasonic Juicer 552,Panasonic Juicer kitchen or home appliance sold in Saudi Arabia,6922.64,Panasonic,2/4/2025
553,1,P000553,Panasonic Hair Dryer 553,Panasonic Hair Dryer laundry appliance sold in Saudi Arabia,4361.59,Panasonic,9/7/2024
554,2,P000554,IKEA HEMNES TV Bench 554,IKEA HEMNES TV Bench television sold in Saudi Arabia,2443.26,IKEA,6/28/2024
555,5,P000555,Lenovo IdeaCentre Desktop 555,Lenovo IdeaCentre Desktop product sold in Saudi Arabia,7163.14,Lenovo,1/30/2018
556,2,P000556,Adidas Stan Smith Shoes 556,Adidas Stan Smith Shoes footwear sold in Saudi Arabia,6117.42,Adidas,6/20/2021
557,3,P000557,Xiaomi Redmi 13C 557,Xiaomi Redmi 13C smartphone sold in Saudi Arabia,7599.72,Xiaomi,5/28/2021
558,5,P000558,IKEA HEMNES Bedside Table 558,IKEA HEMNES Bedside Table product sold in Saudi Arabia,4040.23,IKEA,10/18/2016
559,4,P000559,Panasonic Shaver 559,Panasonic Shaver personal care product sold in Saudi Arabia,4988.21,Panasonic,10/26/2021
560,1,P000560,Lenovo Tab P12 560,Lenovo Tab P12 tablet sold in Saudi Arabia,3106.9,Lenovo,3/15/2022
561,5,P000561,Philips Hue Starter Kit 561,Philips Hue Starter Kit lighting product sold in Saudi Arabia,4623.77,Philips,10/31/2024
562,1,P000562,IKEA PAX Wardrobe 562,IKEA PAX Wardrobe furniture sold in Saudi Arabia,7310.2,IKEA,8/16/2022
563,1,P000563,Xiaomi POCO F6 Pro 563,Xiaomi POCO F6 Pro smartphone sold in Saudi Arabia,3027.45,Xiaomi,7/8/2019
564,2,P000564,Sony Alpha A6700 Camera 564,Sony Alpha A6700 Camera camera sold in Saudi Arabia,5788.4,Sony,6/13/2018
565,2,P000565,LG Blu-ray Player 565,LG Blu-ray Player product sold in Saudi Arabia,10641.3,LG,7/15/2025
566,5,P000566,Lenovo Tab M10 566,Lenovo Tab M10 tablet sold in Saudi Arabia,8669.07,Lenovo,10/18/2016
567,4,P000567,Adidas Gazelle Shoes 567,Adidas Gazelle Shoes footwear sold in Saudi Arabia,3266.8,Adidas,9/1/2022
568,5, P000568 ,HP Omen 27 Monitor 568,HP Omen 27 Monitor laptop sold in Saudi Arabia,7287.15,HP,4/21/2020
569,3,P000569,Nike Sportswear T-Shirt 569,Nike Sportswear T-Shirt apparel sold in Saudi Arabia,3715.03,Nike,2/26/2024
570,1,P000570,Dell G15 Gaming Laptop 570,Dell G15 Gaming Laptop laptop sold in Saudi Arabia,761.69,Dell,8/12/2024
571,4,P000571,Adidas Samba OG Shoes 571,Adidas Samba OG Shoes footwear sold in Saudi Arabia,8824.73,Adidas,12/30/2020
572,2,P000572,Samsung Galaxy Buds2 Pro 572,Samsung Galaxy Buds2 Pro product sold in Saudi Arabia,10113.35,Samsung,1/25/2019
573,2,P000573,Adidas Adizero Running Shoes 573,Adidas Adizero Running Shoes footwear sold in Saudi Arabia,947.66,Adidas,2/23/2023
574,3,P000574,Nike Club Fleece Hoodie 574,Nike Club Fleece Hoodie apparel sold in Saudi Arabia,8630.6,Nike,7/16/2022
575,3,P000575,Adidas Duramo Running Shoes 575,Adidas Duramo Running Shoes footwear sold in Saudi Arabia,2414.77,Adidas,4/21/2017
576,2,P000576,Xiaomi POCO X6 Pro 576,Xiaomi POCO X6 Pro smartphone sold in Saudi Arabia,10788.34,Xiaomi,4/23/2025
577,2,P000577,HP USB-C Dock G5 577,HP USB-C Dock G5 computer accessory sold in Saudi Arabia,1995.6,HP,6/25/2024
578,3,P000578,Canon PowerShot G7 X Camera 578,Canon PowerShot G7 X Camera camera sold in Saudi Arabia,6584.91,Canon,5/13/2026
579,4,P000579,IKEA BRIMNES Wardrobe 579,IKEA BRIMNES Wardrobe furniture sold in Saudi Arabia,7150.96,IKEA,10/8/2016
580,3,P000580,IKEA MICKE Desk 580,IKEA MICKE Desk furniture sold in Saudi Arabia,5354.86,IKEA,8/4/2021
581,4,P000581,IKEA LINNMON Tabletop 581,IKEA LINNMON Tabletop furniture sold in Saudi Arabia,6181.72,IKEA,1/18/2022
582,2,P000582,Canon PowerShot V10 Camera 582,Canon PowerShot V10 Camera camera sold in Saudi Arabia,9616.39,Canon,11/27/2017
583,1,P000583,Apple iMac 24-inch 583,Apple iMac 24-inch product sold in Saudi Arabia,3293.98,Apple,6/10/2020
584,4,P000584,Adidas Terrex Hiking Shoes 584,Adidas Terrex Hiking Shoes footwear sold in Saudi Arabia,130.11,Adidas,11/8/2022
585,1,P000585,Philips Hue Lightstrip 585,Philips Hue Lightstrip lighting product sold in Saudi Arabia,2523.45,Philips,11/25/2023
586,2,P000586,Adidas Predator Football Boots 586,Adidas Predator Football Boots footwear sold in Saudi Arabia,4492.56,Adidas,3/12/2023
587,4,P000587,IKEA ADILS Table Legs 587,IKEA ADILS Table Legs product sold in Saudi Arabia,11253.27,IKEA,5/15/2017
588,2,P000588,Samsung Galaxy Buds FE 588,Samsung Galaxy Buds FE wireless earbuds sold in Saudi Arabia,11715.04,Samsung,9/4/2023
589,3,P000589,LG Smart Projector 589,LG Smart Projector product sold in Saudi Arabia,6310.21,LG,11/17/2021
590,3,P000590,LG Monitor Stand 590,LG Monitor Stand monitor sold in Saudi Arabia,10534.3,LG,4/7/2020
591,3,P000591,Apple Mac mini 591,Apple Mac mini product sold in Saudi Arabia,5163.79,Apple,4/14/2021
592,3,P000592,HP Wireless Keyboard 592,HP Wireless Keyboard computer accessory sold in Saudi Arabia,8607.58,HP,5/21/2021
593,4,P000593,HP Wireless Mouse 593,HP Wireless Mouse computer accessory sold in Saudi Arabia,4063.61,HP,10/8/2019
594,5,P000594,Xiaomi Pad 594,Xiaomi Pad tablet sold in Saudi Arabia,7126.73,Xiaomi,6/16/2021
595,1,P000595,Sony ZV-E10 Camera 595,Sony ZV-E10 Camera camera sold in Saudi Arabia,11825.68,Sony,8/25/2019
596,5,P000596,Canon RF 24-70mm Lens 596,Canon RF 24-70mm Lens camera lens sold in Saudi Arabia,3866.51,Canon,8/7/2021
597,4,P000597,LG Remote Control 597,LG Remote Control computer accessory sold in Saudi Arabia,8198.85,LG,9/18/2023
598,2,P000598,Xiaomi Redmi Pad SE 598,Xiaomi Redmi Pad SE smartphone sold in Saudi Arabia,1831.84,Xiaomi,12/29/2025
599,4,P000599,Sony ZV-1 Camera 599,Sony ZV-1 Camera camera sold in Saudi Arabia,9819.95,Sony,6/18/2016
600,2,P000600,LG OLED C4 TV 600,LG OLED C4 TV television sold in Saudi Arabia,10330.38,LG,7/26/2021
601,1,P000601,Philips Desk Lamp 601,Philips Desk Lamp furniture sold in Saudi Arabia,6212.87,Philips,1/29/2020
602,3,P000602,Philips Monitor 602,Philips Monitor monitor sold in Saudi Arabia,482.28,Philips,8/4/2024
603,2,P000603,Xiaomi Mi Band 603,Xiaomi Mi Band smartwatch sold in Saudi Arabia,10932.29,Xiaomi,3/24/2017
604,3,P000604,Dell UltraSharp U2723QE Monitor 604,Dell UltraSharp U2723QE Monitor monitor sold in Saudi Arabia,5301.73,Dell,2/27/2023
605,3,P000605,Sony FE 24-70mm Lens 605,Sony FE 24-70mm Lens camera lens sold in Saudi Arabia,4301.71,Sony,11/26/2023
606,2,P000606,Adidas X Crazyfast Football Boots 606,Adidas X Crazyfast Football Boots footwear sold in Saudi Arabia,4906.39,Adidas,3/11/2022
607,3,P000607,IKEA MARKUS Office Chair 607,IKEA MARKUS Office Chair furniture sold in Saudi Arabia,6903.71,IKEA,1/7/2026
608,3,P000608,Canon RF 50mm Lens 608,Canon RF 50mm Lens camera lens sold in Saudi Arabia,1062.8,Canon,12/26/2017
609,1,P000609,Canon RF 70-200mm Lens 609,Canon RF 70-200mm Lens camera lens sold in Saudi Arabia,9570.35,Canon,5/28/2024
610,1,P000610,Samsung Odyssey G5 Monitor 610,Samsung Odyssey G5 Monitor monitor sold in Saudi Arabia,9985.08,Samsung,5/16/2020
611,2,P000611,Adidas Originals T-Shirt 611,Adidas Originals T-Shirt apparel sold in Saudi Arabia,540.45,Adidas,2/21/2026
612,1,P000612,Apple Mac Studio 612,Apple Mac Studio product sold in Saudi Arabia,5669.65,Apple,12/7/2016
613,3,P000613,Nike Tech Fleece Hoodie 613,Nike Tech Fleece Hoodie apparel sold in Saudi Arabia,1371.12,Nike,4/21/2026
614,1,P000614,Xiaomi Watch S3 614,Xiaomi Watch S3 smartwatch sold in Saudi Arabia,4064.9,Xiaomi,12/13/2023
615,1,P000615,Canon EF 50mm Lens 615,Canon EF 50mm Lens camera lens sold in Saudi Arabia,4202.94,Canon,6/22/2022
616,3,P000616,Huawei MateBook X Pro 616,Huawei MateBook X Pro laptop sold in Saudi Arabia,-10,Huawei,4/8/2023
617,2,P000617,Apple iPad Pro 617,Apple iPad Pro tablet sold in Saudi Arabia,9653.65,Apple,1/31/2019
618,5,P000618,Lenovo Legion Go Handheld 618,Lenovo Legion Go Handheld laptop sold in Saudi Arabia,8165.59,Lenovo,2/28/2018
619,2,P000619,Sony FE 50mm Lens 619,Sony FE 50mm Lens camera lens sold in Saudi Arabia,6313.86,Sony,1/6/2023
620,4,P000620,HP HyperX Cloud Headset 620,HP HyperX Cloud Headset headphones sold in Saudi Arabia,9763.43,HP,8/8/2020
621,5,P000621,Philips Monitor 621,Philips Monitor monitor sold in Saudi Arabia,3608.29,Philips,4/15/2019
622,4,P000622,IKEA RENBERGET Chair 622,IKEA RENBERGET Chair furniture sold in Saudi Arabia,8074.64,IKEA,8/11/2023
623,5,P000623,Adidas Essentials T-Shirt 623,Adidas Essentials T-Shirt apparel sold in Saudi Arabia,6716.44,Adidas,10/6/2023
624,3,P000624,IKEA FRIHETEN Sofa Bed 624,IKEA FRIHETEN Sofa Bed furniture sold in Saudi Arabia,11123.29,IKEA,10/9/2019
625,5,P000625,Xiaomi Redmi Watch 625,Xiaomi Redmi Watch smartphone sold in Saudi Arabia,6822.23,Xiaomi,8/27/2018
626,1,P000626,HP HyperX Alloy Keyboard 626,HP HyperX Alloy Keyboard computer accessory sold in Saudi Arabia,1185.8,HP,5/9/2020
627,5,P000627,Apple iPad Pro 627,Apple iPad Pro tablet sold in Saudi Arabia,4643.85,Apple,11/30/2018
628,5,P000628,Apple iPad Air 628,Apple iPad Air tablet sold in Saudi Arabia,8757.51,Apple,12/27/2022
629,5,P000629,Apple iPad mini 629,Apple iPad mini tablet sold in Saudi Arabia,11101.56,Apple,1/31/2022
630,5,P000630,Lenovo ThinkVision P27 Monitor 630,Lenovo ThinkVision P27 Monitor monitor sold in Saudi Arabia,1794.52,Lenovo,6/25/2023
631,2,P000631,Panasonic Trimmer 631,Panasonic Trimmer personal care product sold in Saudi Arabia,9472.28,Panasonic,3/28/2019
632,5,P000632,Sony FE 70-200mm Lens 632,Sony FE 70-200mm Lens camera lens sold in Saudi Arabia,4463.11,Sony,2/27/2025
633,4,P000633,HP Laptop Backpack 633,HP Laptop Backpack laptop sold in Saudi Arabia,4858.41,HP,10/24/2023
634,3,P000634,IKEA EKTORP Sofa 634,IKEA EKTORP Sofa furniture sold in Saudi Arabia,3921.56,IKEA,4/13/2024
635,4,P000635,LG OLED G4 TV 635,LG OLED G4 TV television sold in Saudi Arabia,6677.04,LG,7/17/2017
636,2,P000636,Adidas Tracksuit 636,Adidas Tracksuit apparel sold in Saudi Arabia,7830.43,Adidas,4/5/2018
637,4,P000637,Dell UltraSharp U3223QE Monitor 637,Dell UltraSharp U3223QE Monitor monitor sold in Saudi Arabia,11254.55,Dell,4/4/2017
638,5,P000638,Nike Running Jacket 638,Nike Running Jacket apparel sold in Saudi Arabia,1838.8,Nike,9/7/2022
639,1,P000639,Canon Speedlite Flash 639,Canon Speedlite Flash camera or printer accessory sold in Saudi Arabia,3080,Canon,3/12/2017
640,4,P000640,Xiaomi Buds 5 Pro 640,Xiaomi Buds 5 Pro wireless earbuds sold in Saudi Arabia,5435.12,Xiaomi,8/20/2024
641,2,P000641,Dell P2422H Monitor 641,Dell P2422H Monitor monitor sold in Saudi Arabia,8557.22,Dell,1/29/2022
642,3,P000642,HP 65W Adapter 642,HP 65W Adapter computer accessory sold in Saudi Arabia,11733.77,HP,2/20/2018
643,5,P000643,Huawei MateBook D 643,Huawei MateBook D laptop sold in Saudi Arabia,7020.75,Huawei,5/12/2020
644,3,P000644,Panasonic Iron 644,Panasonic Iron kitchen or home appliance sold in Saudi Arabia,10916.85,Panasonic,6/5/2022
645,2,P000645,Philips Soundbar 645,Philips Soundbar audio device sold in Saudi Arabia,9392.46,Philips,11/12/2022
646,2,P000646,Adidas Training Pants 646,Adidas Training Pants apparel sold in Saudi Arabia,5712.71,Adidas,5/11/2018
647,4,P000647,HP 90W Adapter 647,HP 90W Adapter computer accessory sold in Saudi Arabia,3010.36,HP,2/2/2021
648,3,P000648,Apple Watch Series 648,Apple Watch Series smartwatch sold in Saudi Arabia,7963.49,Apple,6/13/2025
649,2,P000649,Samsung Odyssey G7 Monitor 649,Samsung Odyssey G7 Monitor monitor sold in Saudi Arabia,6086.05,Samsung,1/7/2021
650,3,P000650,HP Webcam 650,HP Webcam computer accessory sold in Saudi Arabia,7188.48,HP,10/27/2020
651,1,P000651,Dell S2722QC Monitor 651,Dell S2722QC Monitor monitor sold in Saudi Arabia,11487.75,Dell,11/16/2023
652,5,P000652,Sony WH-1000XM5 Headphones 652,Sony WH-1000XM5 Headphones headphones sold in Saudi Arabia,739.86,Sony,10/9/2016
653,1,P000653,LG QNED 4K TV 653,LG QNED 4K TV television sold in Saudi Arabia,2339.06,LG,10/18/2022
654,1,P000654,Adidas Hoodie 654,Adidas Hoodie apparel sold in Saudi Arabia,6894.02,Adidas,5/9/2025
655,3,P000655,Apple Watch Ultra 655,Apple Watch Ultra smartwatch sold in Saudi Arabia,2452.32,Apple,12/4/2020
656,4,P000656,Apple AirPods Pro 656,Apple AirPods Pro wireless earbuds sold in Saudi Arabia,5014.61,Apple,5/18/2020
657,1,P000657,HP Thunderbolt Dock 657,HP Thunderbolt Dock computer accessory sold in Saudi Arabia,1866.8,HP,3/14/2026
658,1,P000658,Lenovo ThinkVision T24 Monitor 658,Lenovo ThinkVision T24 Monitor monitor sold in Saudi Arabia,7636.1,Lenovo,9/3/2018
659,3,P000659,Sony WH-CH720N Headphones 659,Sony WH-CH720N Headphones headphones sold in Saudi Arabia,7543.35,Sony,12/18/2016
660,5,P000660,Adidas Windbreaker Jacket 660,Adidas Windbreaker Jacket apparel sold in Saudi Arabia,11600.62,Adidas,5/13/2017
661,5,P000661,Lenovo Q27 Monitor 661,Lenovo Q27 Monitor monitor sold in Saudi Arabia,4319.5,Lenovo,4/10/2025
662,1,P000662,Adidas Football Jersey 662,Adidas Football Jersey apparel sold in Saudi Arabia,11791.8,Adidas,9/11/2023
663,4,P000663,Adidas Shorts 663,Adidas Shorts apparel sold in Saudi Arabia,2770.84,Adidas,7/5/2023
664,3,P000664,Lenovo USB-C Dock Gen 664,Lenovo USB-C Dock Gen computer accessory sold in Saudi Arabia,7935.87,Lenovo,5/31/2025
665,3,P000665,LG UltraGear 27 Monitor 665,LG UltraGear 27 Monitor monitor sold in Saudi Arabia,6652.25,LG,11/15/2018
666,3,P000666,Samsung Smart Monitor M8 666,Samsung Smart Monitor M8 monitor sold in Saudi Arabia,10281.21,Samsung,12/10/2020
667,2,P000667,Panasonic Vacuum Cleaner 667,Panasonic Vacuum Cleaner vacuum cleaner sold in Saudi Arabia,6364.65,Panasonic,3/2/2019
668,2,P000668,Nike Windrunner Jacket 668,Nike Windrunner Jacket apparel sold in Saudi Arabia,4730.53,Nike,7/10/2020
669,4,P000669,LG UltraGear 32 Monitor 669,LG UltraGear 32 Monitor monitor sold in Saudi Arabia,8030.56,LG,9/9/2023
