OrderID,CustomerID,ShippingAddressID,ShippingCompanyID,OrderDate,OrderStatus,TotalAmount
4869,743,1511,4,12/30/2024,Shipped,11930.67
4870,1971,3976,4,4/18/2021,Return Requested,8139.11
4871,4364,8720,2,6/30/2021,pending,2797.67
4872,3083,6179,3,7/4/2023,pending,3822.98
4873,2882,5770,6,3/28/2022,Delivered,11467.58
4874,3498,6992,3,8/23/2023,Delivered,6222.23
4875,7,16,1,1/23/2025,DELIVERED,166.19
4876,2905,5811,2,3/22/2022,Shipped,9994.52
4877,2633,5280,6,2/5/2021,Pending,3016.68
4878,1774,3576,3,8/30/2023,pending,1161.46
4879,4446,8896,2,4/7/2021,Shipped,8100.69
4880,3704,7400,3,4/13/2024,Shipped,9861.84
4881,3706,7404,1,6/9/2023,Delivered,958.54
4882,4853,9680,3,4/13/2023,Shipped,11180.19
4883,2896,5798,1,2/16/2023,Return Requested,5744.84
4884,1368,2742,3,8/21/2024,Shipped,4274.78
4885,3756,7503,4,10/6/2024,Cancelled,0
4886,1162,2354,4,4/5/2023,Delivered,10737.08
4887,4977,9912,5,6/22/2022,Delivered,3265.46
4888,2240,4489,5,10/26/2021,Shipped,11368.06
4889,2691,5404,1,2/26/2023,DELIVERED,8213.13
4890,2680,5380,6,8/10/2023,Pending,10923.63
4891,3005,6006,1,5/8/2021,DELIVERED,6013.04
4892,1814,3657,2,3/27/2023,Return Requested,2436.02
4893,1938,3913,5,11/1/2020,Cancelled,0
4894,3160,6332,4,6/3/2024,DELIVERED,8838.38
4895,476,957,4,12/2/2024,Delivered,10479.27
4896,2108,4246,2,6/3/2024,Delivered,2521
4897,3836,7651,2,10/1/2023,Shipped,2473.06
4898,4297,8591,1,1/16/2021,DELIVERED,3033.86
4899,2904,5809,6,4/20/2023,Delivered,7442.23
4900,548,1114,2,12/17/2021,Shipped,1914.15
4901,3693,7379,4,1/20/2023,Delivered,1324.94
4902,3560,7113,6,10/6/2021,DELIVERED,11046.25
4903,766,1562,2,1/25/2023,Delivered,8125.95
4904,981,1986,2,12/16/2022,Shipped,7977.92
4905,1675,3387,3,6/14/2024,Shipped,7385.23
4906,1565,3158,2,5/13/2022,Delivered,9182.72
4907,199,417,4,8/10/2021,DELIVERED,6520.61
4908,1805,3635,2,10/25/2024,Shipped,555.04
4909,3423,6840,3,10/3/2024,Return Requested,5813.39
4910,4284,8564,1,2/25/2025,Delivered,7466.98
4911,1235,2503,6,4/5/2021,Return Requested,5933.47
4912,713,1451,3,8/4/2021,Shipped,11825.07
4913,4032,8051,2,7/17/2024,pending,10769.15
4914,1061,2137,4,9/14/2021,Return Requested,10431.79
4915,2454,4925,1,9/1/2021,Pending,5915.12
4916,5002,9960,3,10/23/2020,Delivered,11813.52
4917,2849,5705,5,5/23/2021,Pending,10996.28
4918,4995,9942,3,12/21/2023,Delivered,3399.19
4919,4139,8276,2,7/28/2023,DELIVERED,2704.01
4920,1965,3964,4,1/29/2023,Pending,6941.15
4921,4927,9817,1,1/14/2025,Delivered,697.07
4922,4138,8273,3,2/19/2024,Delivered,9601.28
4923,1777,3581,6,7/30/2021,pending,5765.92
4924,3400,6802,4,3/20/2024,Shipped,6512.18
4925,4406,8815,3,8/1/2024,Return Requested,6054.58
4926,3647,7287,2,1/28/2024,Delivered,4754.92
4927,1764,3555,6,1/18/2023,Delivered,8251.75
4928,4233,8463,3,10/21/2023,Shipped,2138.86
4929,2123,4274,6,11/10/2021,Cancelled,0
4930,4692,9360,4,4/2/2024,Shipped,11719.26
4931,346,693,2,10/3/2024,Return Requested,8394.02
4932,1192,2418,4,1/28/2022,pending,5547.84
4933,4721,9419,5,3/25/2021,Pending,8286.07
4934,2561,5132,6,5/15/2022,Delivered,191.25
4935,2751,5513,2,1/18/2023,Pending,2568.49
4936,382,768,4,9/4/2022,Delivered,6993.05
4937,2317,4645,1,7/26/2021,DELIVERED,3938.96
4938,959,1937,6,9/13/2022,pending,7372.7
4939,4387,8773,2,9/12/2021,DELIVERED,3153.42
4940,3620,7228,4,7/24/2021,Delivered,6605.33
4941,3892,7763,1,1/16/2021,Return Requested,2883.81
4942,825,1680,2,6/5/2024,Shipped,5682.58
4943,1951,3940,2,8/7/2024,Cancelled,0
4944,98,210,1,10/3/2024,pending,7376.35
4945,1918,3879,4,1/14/2025,Return Requested,4422.79
4946,2566,5143,2,11/16/2020,Return Requested,6010.3
4947,983,1989,1,2/8/2025,Return Requested,2565.86
4948,2400,4819,3,3/29/2023,Delivered,8423.52
4949,2451,4918,6,5/11/2022,pending,4499.1
4950,523,1059,3,6/4/2022,Pending,10259.2
4951,3786,7559,1,8/13/2022,Cancelled,0
4952,4929,9822,4,1/18/2021,Return Requested,3391.57
4953,4902,9771,6,4/29/2023,Delivered,2199.68
4954,2090,4206,6,7/8/2023,pending,1617.11
4955,2284,4571,2,2/27/2025,Return Requested,6931.92
4956,2159,4338,6,10/6/2024,pending,2781.37
4957,217,452,2,9/27/2023,Cancelled,0
4958,1394,2799,2,8/19/2023,Delivered,1243.44
4959,3462,6914,6,6/27/2021,Delivered,3275.89
4960,958,1936,3,5/14/2023,Delivered,2867.87
4961,4129,8252,1,12/29/2022,Shipped,5215.01
4962,1279,2583,5,5/14/2023,pending,4601.56
4963,3951,7888,4,7/4/2023,DELIVERED,1792.83
4964,3900,7779,6,5/1/2021,Shipped,11511.82
4965,3134,6281,3,9/11/2022,Return Requested,1837.1
4966,227,471,4,1/11/2022,Cancelled,0
4967,1924,3893,5,10/5/2022,Delivered,9677.74
4968,1655,3351,6,2/3/2025,Shipped,2160.46
4969,739,1503,1,11/28/2021,Pending,6020.19
4970,4436,8879,1,2/20/2021,Shipped,11946.96
4971,2910,5823,5,10/29/2020,Cancelled,0
4972,4258,8510,4,2/26/2022,Return Requested,10200.21
4973,211,440,1,2/20/2021,DELIVERED,6228.23
4974,910,1848,2,7/17/2023,Delivered,8660.7
4975,4627,9233,6,4/15/2022,Delivered,9434.73
4976,573,1162,4,2/9/2023,Delivered,3635.41
4977,3331,6667,3,9/1/2021,Cancelled,0
4978,4843,9658,2,9/7/2024,Return Requested,6767.55
4979,2312,4632,3,5/16/2023,Cancelled,0
4980,4870,9710,6,4/29/2023,Pending,6835.62
4981,1776,3580,2,12/30/2023,Delivered,4810.9
4982,3997,7976,1,5/12/2021,Delivered,8301.99
4983,4774,9522,4,1/17/2024,Shipped,767.43
4984,3187,6382,5,12/4/2023,Return Requested,9775.13
4985,2056,4137,6,7/19/2023,Shipped,5744.65
4986,1834,3699,3,8/25/2023,Pending,7576.85
4987,2186,4385,6,4/29/2023,pending,5425.77
4988,2800,5615,4,12/31/2021,pending,4049.15
4989,3678,7348,3,6/14/2021,Pending,4363.5
4990,3649,7290,6,9/25/2021,Shipped,6746.18
4991,1682,3400,3,7/17/2024,DELIVERED,11185.54
4992,2636,5285,5,4/18/2023,Cancelled,0
4993,1194,2425,3,12/25/2022,Pending,3129.69
4994,2618,5253,2,6/22/2024,Delivered,287.03
4995,3305,6620,4,8/21/2021,Shipped,1498.79
4996,1162,2356,3,11/5/2022,Delivered,10415.05
4997,3767,7525,5,3/16/2023,Pending,11559.24
4998,4926,9816,5,7/28/2021,Pending,2427.55
4999,3484,6964,4,6/1/2024,Pending,6931.94
5000,569,1155,2,4/9/2023,DELIVERED,7807.11
5001,3065,6140,2,4/29/2023,Delivered,2135.74
5002,4897,9763,6,4/2/2022,Shipped,9374.69
5003,1710,3454,6,4/14/2021,pending,4293.55
5004,4718,9411,5,12/4/2021,Shipped,8094.65
5005,1830,3692,3,12/30/2024,Pending,5875.55
5006,3814,7613,6,5/23/2021,Delivered,8851.49
5007,3634,7257,1,8/30/2021,pending,10681.11
5008,2431,4876,6,7/6/2024,Return Requested,4603.8
5009,735,1494,1,3/30/2022,Delivered,3473.96
5010,2829,5672,6,1/31/2023,pending,7598.96
5011,4422,8850,4,1/4/2022,Pending,1780.94
5012,4762,9497,2,8/7/2022,Cancelled,0
5013,1537,3097,2,3/19/2022,Pending,2052.53
5014,3747,7485,4,6/14/2023,Cancelled,0
5015,4727,9429,1,9/5/2023,Pending,9702.22
5016,3056,6121,4,3/6/2022,Pending,4081.79
5017,8,18,1,2/16/2025,Delivered,7593.72
5018,1208,2455,3,12/9/2021,Pending,6881.07
5019,2915,5831,4,11/19/2023,Delivered,10194.36
5020,2908,5817,2,1/1/2023,Pending,902.56
5021,1051,2117,5,9/15/2022,Delivered,1985.89
5022,2342,4693,4,10/25/2020,Return Requested,2777.2
5023,3824,7632,5,3/23/2021,Shipped,3836.69
5024,1155,2342,1,10/16/2022,DELIVERED,3531.71
5025,1705,3443,6,6/8/2021,pending,3246.3
5026,1729,3488,5,7/5/2022,DELIVERED,7753.5
5027,4965,9892,1,5/4/2022,Shipped,3291.41
5028,560,1133,4,8/10/2024,Delivered,5366.54
5029,3371,6743,2,5/22/2022,pending,10360.54
5030,3254,6519,4,9/12/2023,Shipped,4389.82
5031,1570,3167,2,6/2/2022,pending,7063.69
5032,4870,9709,6,6/11/2022,pending,11588.04
5033,3411,6818,3,11/15/2022,Cancelled,0
5034,1708,3449,2,8/8/2023,pending,4997.17
5035,280,566,6,7/18/2022,Shipped,2247.44
5036,1750,3526,4,8/4/2021,pending,326.06
5037,5020,9994,4,11/23/2023,DELIVERED,8746.88
5038,912,1852,1,2/3/2021,DELIVERED,7961.17
5039,1669,3377,3,7/8/2024,Return Requested,11288.23
5040,228,475,6,2/5/2024,Cancelled,0
5041,2975,5947,6,7/30/2024,Pending,8423.33
5042,3810,7604,5,3/6/2022,DELIVERED,1006.77
5043,3255,6522,5,9/2/2022,Cancelled,0
5044,4532,9053,3,9/23/2023,Delivered,2044.58
5045,3715,7423,6,3/23/2023,Delivered,1280.96
5046,72,152,3,12/2/2023,Cancelled,0
5047,370,747,4,3/4/2022,Cancelled,0
5048,876,1782,1,1/8/2022,Return Requested,812.32
5049,934,1893,2,1/21/2025,Shipped,10550.36
5050,3458,6907,5,1/28/2022,Return Requested,6603.78
5051,3010,6015,5,3/3/2023,Shipped,365.06
5052,1621,3280,6,4/7/2023,DELIVERED,4794.3
5053,3016,6026,5,3/5/2024,Return Requested,9191.71
5054,2478,4967,2,8/18/2022,Cancelled,0
5055,4713,9403,4,8/3/2023,DELIVERED,1044.85
5056,4680,9332,2,7/20/2022,Pending,3186.3
5057,5011,9980,1,10/21/2021,pending,1905.53
5058,4571,9133,6,4/9/2024,Pending,7875.25
5059,494,991,5,11/18/2020,Pending,10631.38
5060,2305,4617,3,12/3/2022,Pending,3746.98
5061,1112,2251,6,1/20/2023,Delivered,3006.39
5062,3731,7458,4,1/2/2022,Shipped,3445.89
5063,2366,4743,4,1/28/2024,Cancelled,0
5064,1986,3999,2,2/7/2021,Delivered,7536.44
5065,1940,3917,4,10/8/2024,Pending,1618.76
5066,3410,6817,5,12/13/2024,Delivered,10070.29
5067,2560,5131,3,7/11/2021,Shipped,391.43
5068,674,1362,3,2/21/2022,Cancelled,0
5069,1947,3933,5,2/7/2023,Pending,7979.41
5070,2366,4743,2,9/23/2023,Shipped,10331.41
5071,2694,5407,4,7/25/2024,Shipped,3936.16
5072,3514,7021,1,2/8/2022,Pending,5740.05
5073,2444,4905,1,5/4/2022,Shipped,11701.03
5074,4883,9735,3,11/16/2024,Shipped,6509.98
5075,512,1035,3,11/9/2022,Pending,3305.35
5076,2054,4132,4,7/31/2022,Return Requested,5365.9
5077,58,121,1,11/26/2021,Shipped,11636.03
5078,2866,5735,1,4/8/2022,DELIVERED,8386.59
5079,519,1050,4,10/12/2023,Shipped,2165.59
5080,2156,4331,4,10/14/2024,Cancelled,0
5081,4535,9059,1,8/19/2021,Cancelled,0
5082,4546,9084,1,8/29/2022,Delivered,7191.13
5083,4397,8793,1,5/19/2021,Cancelled,0
5084,4499,8992,5,2/12/2021,Delivered,7591.02
5085,847,1720,3,1/23/2021,Shipped,7648.42
5086,1613,3265,6,6/13/2022,Cancelled,0
5087,1188,2410,2,9/18/2024,Return Requested,6789.61
5088,1905,3846,6,11/21/2023,Delivered,6305.34
5089,2741,5493,4,11/15/2022,Delivered,7692.36
5090,4847,9666,1,3/31/2024,DELIVERED,3750.45
5091,829,1687,5,11/1/2024,Pending,4198.66
5092,1975,3982,2,9/5/2023,Cancelled,0
5093,3269,6551,2,7/12/2023,DELIVERED,6499.03
5094,2763,5538,2,5/26/2021,Cancelled,0
5095,1776,3580,5,11/7/2020,Pending,9666.26
5096,1576,3178,1,11/1/2024,Delivered,5330.23
5097,2682,5384,1,8/18/2022,Pending,4421.11
5098,4124,8238,4,1/18/2023,Cancelled,0
5099,4653,9281,3,2/7/2023,Return Requested,3154.69
5100,415,828,3,9/10/2021,Shipped,3677.7
5101,1653,3347,4,3/25/2023,Pending,51.1
5102,4503,8999,5,10/6/2023,pending,9793.79
5103,2335,4684,2,10/23/2020,DELIVERED,10182.96
5104,2237,4485,6,7/23/2023,Shipped,4159.42
5105,4343,8682,6,6/17/2022,Return Requested,5656.92
5106,3962,7905,1,4/24/2024,Delivered,149.39
5107,3385,6771,3,12/4/2021,Return Requested,11068.96
5108,4663,9298,6,10/17/2021,Shipped,11366.14
5109,1992,4008,1,10/14/2024,Shipped,5750.95
5110,2583,5179,5,3/25/2023,pending,159.13
5111,1144,2316,6,12/3/2022,DELIVERED,5193.7
5112,660,1335,4,1/6/2024,DELIVERED,3550.43
5113,1740,3508,4,2/12/2025,DELIVERED,2813.02
5114,2552,5113,2,2/16/2021,Delivered,136.25
5115,4711,9399,4,7/11/2022,DELIVERED,4515.04
5116,2145,4312,5,12/11/2021,Shipped,4970.24
5117,1514,3053,1,2/21/2022,Cancelled,0
5118,4851,9675,5,12/6/2024,Pending,6748.62
5119,4696,9369,5,2/27/2025,Return Requested,4767.29
5120,4106,8200,3,9/13/2022,Return Requested,2001.07
5121,3806,7596,3,5/19/2023,Delivered,8858.56
5122,1913,3866,3,9/21/2021,pending,4707.19
5123,3380,6759,4,5/8/2023,Shipped,4571.38
5124,1443,2899,2,11/8/2024,Cancelled,0
5125,2020,4063,5,3/19/2022,Return Requested,3192.61
5126,2550,5109,5,4/11/2024,Shipped,5095.76
5127,470,944,3,5/12/2024,Cancelled,0
5128,4751,9473,4,6/8/2021,Pending,2912.76
5129,1227,2488,1,9/30/2021,Pending,9186.23
5130,3705,7402,5,4/1/2021,Return Requested,10923.96
5131,4711,9399,1,4/2/2022,Shipped,9700.52
5132,4385,8768,6,5/6/2021,Delivered,8231.45
5133,3714,7421,1,7/5/2022,Return Requested,3451.89
5134,3199,6410,5,3/14/2024,Delivered,8927.98
5135,4465,8931,5,2/5/2025,DELIVERED,9715.26
5136,1204,2447,3,2/10/2024,pending,4984.2
5137,1528,3079,1,7/28/2023,Delivered,10249.11
5138,3610,7205,4,8/12/2023,pending,2229.77
5139,929,1883,5,2/26/2022,Pending,3510.66
5140,1860,3754,2,9/5/2023,Cancelled,0
5141,4322,8636,2,5/12/2021,Return Requested,7660.87
5142,1305,2632,3,10/23/2024,Shipped,7431.87
5143,320,643,1,5/2/2022,DELIVERED,3302
5144,1591,3214,1,3/23/2023,pending,7491.91
5145,1493,3004,2,5/10/2024,DELIVERED,2294.08
5146,4660,9295,3,3/27/2021,DELIVERED,281.77
5147,295,598,5,3/19/2022,pending,643.1
5148,4360,8713,5,6/7/2023,Delivered,6442.9
5149,3302,6615,1,8/18/2024,Shipped,2271.95
5150,1672,3382,2,12/7/2022,Pending,1272.17
5151,2613,5242,1,1/14/2025,DELIVERED,3266.88
5152,4504,9000,3,12/24/2021,Delivered,8596.59
5153,3077,6164,5,2/25/2025,DELIVERED,8738.93
5154,352,706,2,4/13/2023,Delivered,2832.09
5155,1307,2637,1,11/14/2024,pending,1850.67
5156,3210,6427,1,1/2/2022,Return Requested,5948.28
5157,2510,5034,2,6/22/2022,Cancelled,0
5158,3859,7702,3,12/4/2024,DELIVERED,4135.86
5159,323,649,4,8/17/2021,Shipped,3773.34
5160,2976,5950,1,11/7/2020,Return Requested,9603.58
5161,1566,3161,4,4/26/2022,Pending,11975.66
5162,1419,2852,3,5/3/2023,Pending,5591.03
5163,936,1897,5,3/14/2024,Shipped,9507.53
5164,668,1351,2,3/24/2022,DELIVERED,3996.47
5165,4355,8703,5,3/18/2023,Pending,10130.38
5166,1631,3304,5,2/21/2025,Return Requested,11422.15
5167,2028,4078,3,6/22/2022,pending,719.66
5168,1516,3056,1,1/22/2023,pending,9319.05
5169,1403,2815,4,6/3/2024,Delivered,903.05
5170,4558,9106,5,10/6/2023,Cancelled,0
5171,953,1924,6,12/17/2020,Shipped,5668.25
5172,4114,8218,4,5/20/2022,Pending,2346.7
5173,3513,7019,6,5/16/2024,Delivered,10106.39
5174,743,1512,3,9/5/2024,DELIVERED,9816.15
5175,2155,4327,6,5/17/2021,Return Requested,9947.61
5176,2630,5274,5,8/31/2022,Shipped,1507.44
5177,2138,4298,3,1/3/2021,Pending,9229.34
5178,3300,6613,5,9/3/2021,Cancelled,0
5179,176,372,2,12/15/2021,Shipped,3025.1
5180,2697,5411,4,8/21/2023,pending,9266.14
5181,896,1817,1,7/18/2022,pending,5343.38
5182,2196,4405,6,6/14/2021,Pending,8864.55
5183,2948,5898,5,11/3/2020,Cancelled,0
5184,2189,4392,3,2/13/2023,Shipped,450.45
5185,2440,4897,2,7/19/2024,Cancelled,0
5186,1257,2539,6,8/16/2024,Delivered,5556.97
5187,2293,4591,6,5/2/2022,Pending,9263.4
5188,4335,8670,2,12/8/2024,Shipped,6277.61
5189,4457,8916,4,5/16/2023,Return Requested,11786.28
5190,2061,4149,6,9/20/2023,Cancelled,0
5191,2908,5818,5,1/14/2025,Pending,5700.27
5192,3421,6835,3,10/8/2021,Cancelled,0
5193,2718,5448,5,4/16/2021,Pending,8193.24
5194,1330,2676,4,6/26/2022,Return Requested,3779.71
5195,3974,7926,1,9/5/2023,Delivered,3910.61
5196,4631,9241,6,10/21/2024,Cancelled,0
5197,4886,9739,6,11/26/2021,DELIVERED,7568.51
5198,1085,2197,6,12/26/2021,Return Requested,554.12
5199,4638,9255,4,6/1/2023,DELIVERED,11252.18
5200,4112,8212,6,4/16/2024,DELIVERED,6275.07
5201,3418,6832,5,12/12/2020,Shipped,3077.09
5202,3578,7144,6,5/1/2024,DELIVERED,7680.31
5203,333,670,4,9/12/2021,Return Requested,2424.75
5204,739,1503,2,4/22/2023,Return Requested,10655.86
5205,1206,2451,3,6/9/2024,Pending,10370.71
5206,1239,2509,1,8/21/2023,pending,2652.57
5207,2356,4723,6,6/12/2024,Pending,1399.5
5208,3265,6543,1,4/28/2022,pending,7613.26
5209,3608,7202,2,11/10/2021,Delivered,3927.94
5210,2894,5794,6,12/9/2021,Pending,2049.96
5211,912,1853,3,12/25/2022,Return Requested,3349.4
5212,2048,4119,3,11/22/2022,DELIVERED,1479.81
5213,25,50,5,7/12/2023,Pending,9480.27
5214,3121,6251,1,4/17/2022,Cancelled,0
5215,2985,5968,2,10/29/2020,pending,156.71
5216,755,1536,1,9/4/2022,Delivered,551.82
5217,3890,7759,6,10/20/2022,pending,9412.53
5218,4737,9446,3,1/5/2021,pending,5729.48
5219,1881,3796,5,7/3/2024,Return Requested,7174.74
5220,3125,6262,6,6/21/2021,Return Requested,4488.21
5221,2994,5983,2,9/16/2021,Return Requested,1119.28
5222,1817,3668,1,8/15/2022,Delivered,1934.5
5223,4513,9017,3,11/9/2020,Cancelled,0
5224,1810,3648,4,6/5/2023,Delivered,1142.25
5225,904,1833,1,2/5/2025,pending,7442.81
5226,3054,6117,1,2/28/2022,Cancelled,0
5227,4342,8681,4,2/13/2023,Delivered,11173.64
5228,4679,9331,3,5/3/2023,Cancelled,0
5229,4598,9180,4,11/16/2024,Return Requested,11963.83
5230,3919,7819,2,10/17/2021,Pending,7520.33
5231,2745,5502,4,6/20/2023,Return Requested,764.31
5232,4495,8985,2,3/6/2025,Delivered,7752.67
5233,334,671,1,5/14/2024,DELIVERED,8430.87
5234,1866,3768,2,1/14/2023,Pending,9508.02
5235,779,1590,1,9/5/2024,Pending,1553.64
5236,3890,7759,5,3/23/2021,Delivered,2830.46
5237,2261,4526,4,12/17/2024,pending,11781.02
5238,1757,3540,3,7/7/2022,Pending,9473.31
5239,627,1268,6,9/12/2023,pending,9092.54
5240,71,150,4,2/16/2024,Delivered,9676.03
5241,2337,4686,1,11/18/2020,DELIVERED,5292.69
5242,4596,9176,2,10/29/2022,Pending,2355.94
5243,2321,4653,1,1/1/2025,Pending,8286.54
5244,554,1123,4,4/16/2021,Shipped,4330.1
5245,1377,2765,2,7/8/2021,DELIVERED,1660.05
5246,492,988,4,5/31/2022,Return Requested,10789.02
5247,1367,2741,3,7/1/2023,Shipped,5849.36
5248,3625,7236,5,11/23/2024,pending,5278.13
5249,2988,5973,2,10/8/2023,pending,3571.84
5250,4347,8689,5,1/8/2024,pending,8379.6
5251,4774,9522,6,4/18/2021,Return Requested,2317.82
5252,2958,5917,4,12/17/2020,Pending,2280.19
5253,2631,5276,5,7/7/2022,Return Requested,4204.59
5254,3884,7747,1,9/9/2023,pending,8802.21
5255,4913,9793,4,7/25/2022,Shipped,3340.13
5256,2467,4947,2,6/16/2021,DELIVERED,9984.63
5257,4404,8811,4,6/9/2024,DELIVERED,10977.96
5258,3144,6298,4,1/27/2021,Delivered,6676.52
5259,4319,8631,4,6/12/2024,Return Requested,873.08
5260,1107,2241,3,2/1/2022,Shipped,1902.55
5261,1915,3871,5,10/19/2024,Pending,3583.29
5262,2798,5612,4,10/13/2021,Return Requested,3197.02
5263,2705,5423,4,11/29/2022,Delivered,4437
5264,1208,2456,6,4/27/2023,pending,58.6
5265,4178,8349,6,7/16/2022,pending,7674.41
5266,4468,8935,3,4/9/2023,Pending,4579.57
5267,1246,2521,2,7/8/2023,Pending,2267.13
5268,3260,6533,6,6/13/2022,Pending,273.7
5269,1108,2243,1,11/20/2022,Return Requested,10289.11
5270,1880,3794,3,11/8/2021,pending,9323.4
5271,1885,3802,4,2/18/2021,Delivered,2903.5
5272,1602,3240,6,9/30/2021,Pending,8665.99
5273,2641,5297,5,6/9/2024,Pending,7916.56
5274,3305,6620,1,7/7/2022,DELIVERED,6490.53
5275,3580,7148,3,4/24/2024,pending,4680.52
5276,4414,8829,4,11/23/2024,Shipped,6312.63
5277,4229,8454,3,8/28/2021,Pending,5995.71
5278,424,845,6,11/9/2022,Cancelled,0
5279,1856,3747,2,1/14/2021,DELIVERED,6640.04
5280,4837,9645,4,10/2/2021,pending,7375.82
5281,5012,9982,2,6/7/2023,Pending,3905.07
5282,967,1959,5,2/23/2024,Shipped,7708.8
5283,187,390,6,4/21/2022,DELIVERED,1370.05
5284,2649,5311,6,8/27/2023,Pending,6302.25
5285,108,231,2,9/27/2024,Return Requested,846.82
5286,2963,5926,5,10/26/2021,Cancelled,0
5287,3246,6501,4,4/13/2023,pending,10030.56
5288,298,603,3,4/24/2022,DELIVERED,1600.8
5289,659,1331,6,10/28/2023,Cancelled,0
5290,4529,9047,4,8/15/2021,Shipped,10488.24
5291,1652,3344,6,8/16/2023,Shipped,2464.84
5292,3465,6919,6,12/23/2020,Pending,5850.17
5293,452,904,4,11/15/2021,DELIVERED,1230.11
5294,536,1084,3,12/1/2022,Return Requested,6873.6
5295,1172,2373,3,11/7/2020,Return Requested,10043.78
5296,3245,6497,3,8/12/2021,DELIVERED,7912.16
5297,2651,5316,6,9/12/2023,Delivered,6333.57
5298,668,1352,3,3/9/2024,Return Requested,8430.7
5299,2055,4136,1,10/7/2022,Delivered,3108.47
5300,3566,7122,2,2/10/2022,pending,4427.93
5301,4408,8818,5,12/17/2023,Shipped,7291.15
5302,347,694,5,6/3/2023,DELIVERED,896.94
5303,2995,5985,5,3/17/2022,Delivered,11166.02
5304,2714,5442,4,6/17/2022,Pending,2544.42
5305,2387,4788,5,5/27/2023,Delivered,5922.3
5306,1642,3327,3,12/8/2020,Shipped,10682.72
5307,3280,6569,2,4/26/2022,Delivered,1005.48
5308,651,1313,2,11/12/2024,Pending,9622.19
5309,1919,3882,4,2/27/2021,DELIVERED,775.37
5310,4473,8943,1,3/1/2025,pending,6718.34
5311,3276,6562,6,3/19/2022,Shipped,11262.01
5312,1432,2878,5,1/7/2021,DELIVERED,5020.64
5313,1894,3823,4,5/25/2024,Cancelled,0
5314,2001,4028,4,4/5/2024,Delivered,4460.37
5315,1842,3716,3,12/28/2020,Pending,8515.78
5316,3317,6639,2,7/16/2022,Shipped,9892.53
5317,3766,7523,5,4/3/2021,Pending,3226.5
5318,210,436,5,5/20/2022,Pending,535.81
5319,804,1638,2,11/21/2024,Shipped,891.14
5320,1671,3381,2,1/28/2022,Delivered,3681.66
5321,2014,4053,1,6/1/2023,Delivered,11338.01
5322,1788,3598,5,7/1/2023,Cancelled,0
5323,2899,5802,6,11/26/2022,Delivered,11529.01
5324,2592,5201,5,3/31/2024,Cancelled,0
5325,4448,8899,4,8/12/2024,Return Requested,1210.58
5326,588,1196,5,8/17/2021,Return Requested,8715.8
5327,3108,6228,4,12/28/2024,Return Requested,6403.35
5328,3733,7462,5,7/30/2024,Pending,2314.05
5329,6,14,3,3/3/2023,Return Requested,6337.99
5330,4198,8393,2,9/9/2023,Pending,3022.72
5331,306,619,6,10/29/2020,DELIVERED,7522.63
5332,3120,6249,4,11/5/2023,Cancelled,0
5333,1885,3803,2,8/2/2022,Return Requested,2187.83
5334,3823,7631,2,10/21/2024,Return Requested,9002.87
5335,4810,9597,1,11/12/2021,Pending,5011.46
5336,523,1058,3,5/21/2023,DELIVERED,1310.89
5337,3991,7965,5,6/16/2023,pending,7681.56
5338,75,157,2,6/7/2023,Return Requested,4327.66
5339,1142,2313,5,6/9/2024,Pending,5531.71
5340,3548,7088,1,9/21/2021,Pending,7999.65
5341,2409,4838,6,12/4/2023,pending,10599.75
5342,4538,9066,4,1/27/2023,Shipped,2043.37
5343,5009,9975,5,9/27/2021,Cancelled,0
5344,4892,9753,1,3/3/2021,Pending,2205.74
5345,1944,3927,6,11/18/2022,Return Requested,4848.61
5346,1484,2984,5,6/7/2024,Pending,4083.28
5347,2774,5561,6,3/12/2021,Cancelled,0
5348,3752,7496,1,6/14/2024,Shipped,1940.21
5349,4610,9205,1,6/29/2023,pending,11981.28
5350,2006,4038,5,5/16/2023,Delivered,5344
5351,2821,5658,2,8/7/2024,Pending,4260.27
5352,596,1209,2,1/19/2022,Pending,3816.1
5353,2962,5923,3,2/12/2024,Pending,11897.98
5354,1515,3054,5,11/23/2024,pending,3929.62
5355,2061,4150,4,5/25/2023,Shipped,4492.05
5356,2447,4911,3,4/21/2022,Shipped,9182
5357,369,745,2,9/18/2024,Cancelled,0
5358,3917,7816,6,10/23/2023,DELIVERED,5195.53
5359,3440,6872,1,4/18/2023,Return Requested,8724.12
5360,2620,5258,4,11/14/2024,Delivered,7320.54
5361,634,1283,3,3/24/2022,Delivered,6779.58
5362,281,569,5,6/18/2023,Return Requested,2606.44
5363,2905,5812,1,12/3/2022,Delivered,9200.21
5364,3864,7713,4,7/13/2021,Delivered,11117.46
5365,1450,2913,1,12/13/2024,Return Requested,3086.37
5366,5014,9985,5,11/19/2023,Shipped,11541.74
5367,3267,6548,6,6/4/2022,Delivered,5397.62
5368,707,1436,4,5/4/2022,Pending,4795.23
5369,4970,9899,5,5/29/2022,Shipped,8729.44
5370,2361,4734,2,4/3/2021,pending,11796.33
5371,714,1452,5,11/5/2020,DELIVERED,7169.37
5372,3926,7832,6,2/16/2025,Shipped,6235.43
5373,870,1767,3,5/7/2022,Cancelled,0
5374,4408,8818,2,1/25/2024,Cancelled,0
5375,858,1742,1,12/8/2024,Delivered,11921.27
5376,976,1977,2,4/18/2021,Cancelled,0
5377,4049,8091,4,12/10/2024,Return Requested,3657.01
