TransactionID,OrderID,PaymentMethodID,PaymentDate,PaidAmount,PaymentStatus,TransactionReferenceNumber
13950,13950,2,6/1/2024,77842.98,FAILED,4fa9c0c3-bca8-461a-8a03-7248e34a1379
13951,13951,4,4/2/2026,103786.94,Failed,2f075389-fffb-4871-b781-d9719fa1e2ac
13952,13952,2,2/9/2025,104100.32,Refunded,4a4df773-8fd8-4fa0-b40d-68edc9aa99d0
13953,13953,2,8/8/2025,29592.94,Paid,b383a9e1-46fd-4cb0-a5fc-463899a95522
13954,13954,1,2/5/2026,1501.35,Refunded,323aed6a-1c08-410c-8211-c8fa9c21f117
13955,13955,4,1/8/2026,89568.59,paid,0954c1f4-4251-4876-ad91-ded03f8fd72b
13956,13956,1,3/15/2025,109916.36,Refunded,f991558d-5a20-4d79-af45-29a7ab049265
13957,13957,1,4/5/2026,97086.7,Pending,cc46f041-46df-44b3-ab8c-d7c417c46e40
13958,13958,2,9/12/2025,123644.78,paid,b865898c-10e9-4e99-9c7e-683b150fa1fa
13959,13959,2,9/15/2025,41074.51,Pending,d13cc5ab-13dc-4634-a5d7-f8b68e4b2765
13960,13960,2,6/29/2024,77163.17,paid,47065ea9-7089-45b7-9296-ea4f83129724
13961,13961,2,2/23/2026,56464.89,FAILED,908fa945-dadf-496d-9a15-47a5f89d6f49
13962,13962,2,5/18/2026,5313.39,Failed,bbba251d-da2e-4264-a17b-e576345c403f
13963,13963,3,12/31/2024,119982.38,Failed,bccc6bfc-4dbf-45e0-a179-3bc71ebe0eef
13964,13964,2,6/27/2024,163961.16,FAILED,4ae431c3-8c02-4a46-96f4-5bf28737bcdf
13965,13965,4,10/27/2025,57588.94,Paid,9bd38429-4448-42e2-8583-5658f5acffb2
13966,13966,2,6/13/2024,140055.65,Failed,2ef799d4-6f54-468b-8423-59e3335cfd53
13967,13967,2,7/5/2024,19935.58,Pending,79c8da9c-3f0c-4308-b7e1-6615fe06c0d0
13968,13968,3,2/22/2025,60632.82,FAILED,2ef6e855-89d8-44c5-9ea3-6b99492a0d66
13969,13969,1,10/26/2025,40825.09,FAILED,d62e9bbb-4a25-4bf8-ae87-1fd906802f53
13970,13970,3,2/1/2026,57709.55,Failed,d7fb5948-5e80-4cfc-8648-d539f3c141a0
13971,13971,1,8/25/2024,8255.6,FAILED,0279062d-0799-49f7-8229-3d098a26782a
13972,13972,2,11/6/2024,69129.77,FAILED,bcd52ec0-a68c-4bf7-b030-3de735ee93ca
13973,13973,2,4/21/2026,32094.33,Failed,f624d97c-33f6-4cf5-a2ee-0691a586b917
13974,13974,1,10/1/2025,65299.09,Pending,970b1cfb-b807-4f02-8006-15e31e2af3f5
13975,13975,2,1/12/2026,96033.22,paid,4c584fc3-c71a-4216-bfcf-93e3d0e2d9d5
13976,13976,2,11/11/2025,47494.03,paid,b5a55c7d-8985-42ae-8986-62ebc47ede7e
13977,13977,1,8/16/2024,142518.84,paid,bc9120ba-0b7f-4415-993e-65b74ff55fdf
13978,13978,1,4/25/2026,199928.74,Pending,07cb0cce-8ee5-4d53-9597-58ece4734326
13979,13979,2,12/29/2025,61487.32,paid,ec54bc8d-a85f-4a6e-8fc4-815b54db3b5e
13980,13980,4,4/20/2025,70194.6,Refunded,be1e2e96-0a72-4cad-ad30-4067f0e04fb1
13981,13981,2,7/8/2025,9624.98,Pending,a269c078-deb5-48b1-be43-c25cba8f0970
13982,13982,2,12/18/2024,2518.27,Pending,4aaa511a-de3b-4747-a77b-8e1166ddc51b
13983,13983,4,2/21/2026,70605.16,Pending,e00296a0-b9d9-404c-b3d5-151e1dffbadf
13984,13984,2,5/4/2026,6098.71,Refunded,65c2014e-b12d-4804-ba4d-172e3cd4856e
13985,13985,2,3/22/2026,24711.71,Refunded,29afde7b-c582-400c-a605-e574de86e876
13986,13986,3,4/20/2025,56696.13,FAILED,591c84e4-a3ae-4cc4-8adc-e2c972184ce6
13987,13987,3,12/17/2025,34398.81,Failed,ec745b85-68e0-44c5-869f-932e6a06a978
13988,13988,3,7/11/2024,14585.13,paid,1ab805a0-f412-4c65-aa3e-2079fb6ee709
13989,13989,4,12/14/2025,140733.44,Failed,292a6a5a-1187-4efe-9a3f-901eb67cf05d
13990,13990,3,7/5/2025,93947.76,Paid,c6a83788-c1f7-4fc5-b25a-b5074186c48d
13991,13991,1,8/29/2025,65628.27,Failed,69d6645a-eab1-4559-90ca-d558b6491880
13992,13992,1,10/11/2025,150333.1,Refunded,8a31bf39-b4c2-4741-8a0a-6b3bcfe48864
13993,13993,4,2/7/2025,22825.04,Pending,c264582c-e6df-43c9-9293-fab11debb3d6
13994,13994,3,5/11/2025,97214.03,Refunded,e50f2944-1d63-4081-8dd9-83daa792b4f9
13995,13995,1,1/19/2025,214366.12,paid,e788d45b-ff62-4ceb-8819-19133fe31a1b
13996,13996,1,3/20/2025,46536.81,FAILED,a1c74b07-edd5-4130-bf0b-95838570e5b8
13997,13997,1,9/22/2024,18796.62,FAILED,df3cc93f-bb5c-4d5a-b964-c1b0b73dbb44
13998,13998,2,6/7/2024,47525.52,Failed,2e8b7ea5-ef97-4752-9faf-642b1101d06a
13999,13999,2,1/7/2026,94641.93,FAILED,8c22e4c8-0779-4d4a-9021-92ceca00c8d9
14000,14000,2,1/16/2026,80710.31,Failed,e12fb8b3-fc5c-463a-a0cc-28a9d709f46a
14001,14001,4,11/19/2024,65053.37,paid,90ecf2d6-7730-4c16-94f6-45c606f9a372
14002,14002,2,3/26/2026,175778.93,Refunded,7a3d9d61-999c-4631-828c-ee43cb0982f1
14003,14003,2,6/23/2024,161886.05,FAILED,c593e71b-8adb-4fd9-8fc3-c3d64ee27b71
14004,14004,3,11/25/2024,4265,Paid,08ad2d47-0c2c-4c54-95b5-d3cffe0eef83
14005,14005,3,11/25/2025,61117.89,Refunded,7eb9c2b1-dd1d-4a8e-b1b0-861020a8bc54
14006,14006,2,9/14/2025,62209.5,FAILED,76742677-5481-4b94-9631-f5a4ccb174d2
14007,14007,4,12/23/2025,21735.66,Paid,81293cf5-2033-45da-ba05-bee022a003fe
14008,14008,2,4/24/2025,36460.3,paid,622a87e7-9c44-4106-8b47-07ec603ecfc2
14009,14009,2,2/22/2025,179621.24,Failed,0d02b541-eca4-46cd-8446-8d9e4bbe5386
14010,14010,2,2/5/2025,75964.6,Refunded,439eaf34-8de5-40e3-8c34-6aec188afe42
14011,14011,4,12/20/2024,52411.36,Failed,3e270a77-e3bd-4285-a6dc-d896a1a716ae
14012,14012,4,1/30/2026,116289.45,Pending,952b4157-4ee4-4dfd-92d6-d003e0871538
14013,14013,4,9/11/2024,205390.92,FAILED,b092fcf7-6de6-481b-a073-37764fb422ba
14014,14014,2,2/12/2025,60041.34,Paid,167e6912-0877-45a7-bedb-6d92ecefeb6b
14015,14015,4,4/21/2025,43059.04,paid,0a1811a5-b109-4d07-83cb-458b3be944ad
14016,14016,1,7/20/2024,94597.36,Paid,bfc84a6d-0434-4d5c-b786-b8d1210171f9
14017,14017,3,12/29/2024,146478.33,paid,53d0b4cc-b6e9-487b-812b-4c07e5754fe4
14018,14018,4,8/22/2025,1309.13,Failed,72d031ba-184a-4344-ac11-4ca2c858b4ed
14019,14019,3,7/25/2024,106102.02,Pending,de6bdc39-9109-4a8c-b93f-bf61bb71b843
14020,14020,4,1/29/2026,209798.57,Refunded,6fdadc31-3176-47cd-a4c9-5ece0e333c74
14021,14021,2,9/9/2024,92190.31,Pending,4379bf23-ae3b-4ba8-9cd5-56c9f32e5683
14022,14022,4,10/18/2025,110584.82,FAILED,48012ea4-0e33-4521-a26f-99703b062152
14023,14023,1,2/21/2026,20757.25,Pending,353b46a9-da7b-4dd8-afc3-d333c2934daa
14024,14024,3,9/20/2025,137722.96,Pending,56e4d4bc-b7e5-4896-9ae9-55db45b428b4
14025,14025,1,12/11/2025,171548.58,Failed,e063d8d3-5136-4e5c-ae47-c8b34dcda2ab
14026,14026,4,12/27/2025,146987.86,paid,1baeed6f-6559-468e-9850-b85de378a452
14027,14027,4,8/15/2025,7964.13,Refunded,50b2dc0a-762e-463b-9c09-1d652c3c9dcd
14028,14028,2,8/29/2024,66047.6,Pending,4e151ef5-6f86-410c-a43f-d6ba6425e253
14029,14029,3,8/3/2025,24793.94,paid,a77f1f20-5a2f-4952-9f72-fef324f6b61e
14030,14030,3,10/24/2025,8927.03,Failed,a2095494-cc8f-4ab7-9ec5-2194c64fe921
14031,14031,1,6/22/2025,59146.7,paid,66fbc700-d7ea-4f4f-ae51-922a0679c8f1
14032,14032,4,7/24/2024,81440.76,Failed,63ee8a26-b1e7-4911-95ac-0459a3c140b1
14033,14033,2,7/25/2025,55787.23,Paid,c0f65299-a980-4f42-8e8b-689da0d2951b
14034,14034,2,11/11/2025,178360.51,Refunded,09a148ec-eb2f-4f39-9ff3-9f54198ed313
14035,14035,4,5/17/2025,136448.86,Failed,416cc9c6-1d3a-4489-8719-0f70946ac155
14036,14036,2,3/28/2026,116825.74,paid,e5bff1cf-6dde-4aab-a4bd-ac69ef29f2be
14037,14037,1,12/26/2025,36829,Failed,0139075f-f489-4111-a560-c859a7b6b083
14038,14038,1,4/4/2025,74790.82,Paid,e91d1248-e7d6-4b97-adb8-2e036da87946
14039,14039,3,11/6/2024,27704.81,Pending,2d9d30d8-8bf2-4beb-9f42-25f6d3e90ce7
14040,14040,1,8/14/2025,4152.82,FAILED,cbaf69ce-b1e2-4b29-90d1-5f034d90e5bb
14041,14041,2,5/23/2025,50887.73,Paid,dcc281f9-6e0e-4813-87f3-30c4c03d47c4
14042,14042,3,4/1/2026,37983.32,paid,942200e9-1f73-4929-930e-c2ca7820de57
14043,14043,1,11/3/2025,35332.2,FAILED,14cd99f4-6475-4bd7-bc16-f59db17e6d7f
14044,14044,4,11/29/2025,50778.01,Failed,66f81e3b-1c06-45db-9080-3f2005fea4e2
14045,14045,4,4/29/2025,132867.96,Paid,081ca1d8-6631-45f3-b7da-0e77efb76bd4
14046,14046,1,7/15/2025,73861.73,Pending,56cd4b59-9c9a-42d8-935b-15c7fc297f03
14047,14047,4,11/8/2025,19478.75,Pending,8ce96995-af22-4f4c-8cc8-5645f6432841
14048,14048,3,8/26/2025,19419.27,Pending,c2de60a5-7e47-44b7-adec-fd1bf12e0cbb
14049,14049,4,1/9/2025,51139.75,paid,a8257413-b038-42b9-ab47-328ef7280b63
14050,14050,1,3/7/2026,87843.55,Failed,19d2d55e-6347-49fd-a8e3-1dedfad962c5
14051,14051,2,5/27/2025,47447.71,Failed,3cc11d4a-9b82-4914-b99d-73300c927f39
14052,14052,3,1/21/2025,167725.66,Refunded,c4c43dad-9058-423c-a478-99bf3ba47421
14053,14053,3,5/17/2026,16940.22,FAILED,5c526979-c4db-4c02-b640-d266c0bc891d
14054,14054,2,12/5/2025,88113.22,Refunded,ea930266-d230-4e5c-a05d-8871e5a80b9a
14055,14055,4,8/11/2025,4034.57,Pending,1fa8e314-f04e-41e5-90df-5a1bc624642b
14056,14056,3,8/5/2024,20349.9,paid,fd80bf7b-c2dd-477e-97be-d172a8d4ba26
14057,14057,4,6/15/2024,89002.7,Refunded,0a939ec3-7b1c-4501-9b84-85cc8061f29b
14058,14058,3,7/23/2024,111977.09,Refunded,0347dd49-9683-44d5-a84e-64b8e709a480
14059,14059,3,2/13/2026,41174.8,Paid,1d80d9fd-b09f-4a72-ae6f-62b38c667991
14060,14060,1,6/7/2025,73029.75,paid,8dee3a6c-6c39-4877-a804-1181b89258d9
14061,14061,2,7/6/2024,114783.86,Refunded,29b0a9ca-c690-4181-9841-cf1c9c324f7b
14062,14062,3,5/20/2026,117497.91,FAILED,977d35d6-a8d2-40f8-a791-a663c1a9d4c1
14063,14063,1,8/26/2024,225377.4,Paid,37b88168-44b4-47f6-865c-9a0426895af3
14064,14064,4,3/2/2025,11967.69,FAILED,f0e5c9a3-2678-45ca-b297-951d9dc6acbd
14065,14065,4,7/13/2024,30952.73,Failed,220939cd-5404-4a69-933c-67eabc29d338
14066,14066,3,10/5/2025,5294.02,Failed,7a347e30-9133-49aa-8765-a6dd1394ec98
14067,14067,3,12/17/2024,66846.34,Paid,21750dcf-aa06-47b8-bf9f-5ef97b2753af
14068,14068,2,5/17/2026,48853.26,Failed,3a65de11-a269-4d30-88a4-91fb1ac60787
14069,14069,1,1/24/2026,116233.09,Refunded,01aa7a86-cf54-4982-9943-707befaf110b
14070,14070,4,8/2/2025,102757.53,Refunded,ce40a767-9fda-4601-86b8-e22bbd8e5a74
14071,14071,2,7/19/2025,25854.98,Paid,3f6265fe-6556-47c6-837e-2348d82499e7
14072,14072,4,2/10/2025,65558.75,FAILED,219f2c10-d720-4021-bdef-7fd614571af0
14073,14073,3,10/12/2024,63580.95,Refunded,82283199-a3d5-4aac-be5a-0f720ecc59ea
14074,14074,4,12/13/2025,100897.02,paid,39a405d3-1178-404a-8bfd-d2c58fb27369
14075,14075,1,1/17/2025,49975.03,Refunded,9880970f-f39b-4383-9656-2477bd708356
14076,14076,3,4/12/2026,8193.09,Failed,4e1f1a38-68ac-471f-b944-145b1f72165f
14077,14077,3,2/9/2026,37992,Pending,59087936-c9d9-49f8-8054-97710a67aaf1
14078,14078,1,10/22/2025,115932.26,Paid,9d18b11a-e7a8-48e3-86a2-010ca61b0214
14079,14079,1,7/15/2025,45856.69,FAILED,dc490f51-1c97-4365-84a0-9c1aa157597d
14080,14080,2,3/18/2025,136339.6,Pending,73ed3fac-abe6-4369-8aab-b3f387bb3959
14081,14081,3,3/2/2025,81949.52,Pending,eb8bdb99-c7e5-444d-a462-900e6b71c9e5
14082,14082,4,5/1/2026,102052.22,paid,02cff558-7822-49dd-8666-0502f5a00187
14083,14083,4,6/26/2024,219115.85,Refunded,eeba6a1d-b277-43b1-b4a7-1a5cd44bf9ac
14084,14084,3,12/20/2025,74456.55,Pending,92deac33-4a3c-4605-a3ca-a8f3d53d4161
14085,14085,4,8/27/2025,8753.14,Refunded,d457155c-fa5e-44ad-9188-a1f89388aea5
14086,14086,4,6/10/2024,40958.66,Pending,63e9da9f-5fd1-4fd0-9847-000884f8514c
14087,14087,1,8/23/2025,127882.1,Pending,ecd78a2f-3188-41fd-b80d-92646bccd7c9
14088,14088,4,8/10/2025,98585.29,paid,6aef17a5-6d33-4d9e-981d-49f75a873aa8
14089,14089,2,11/27/2025,99679.5,Paid,cd392b35-f215-4337-bbae-2612974b0ef2
14090,14090,2,11/26/2025,81143.22,paid,7b7bec65-3dd0-44e0-ab50-bf5b2e44582e
14091,14091,4,5/16/2026,63831.47,Failed,6311063e-fca7-4ae8-bf35-b1f7c2f21289
14092,14092,3,4/2/2026,92955.04,Refunded,165eac9c-439f-447d-8588-e711c282f9cf
14093,14093,4,1/13/2025,71099.35,Pending,9f971540-ec3a-4db0-aedf-12cfbaef0b11
14094,14094,2,7/11/2025,115343.14,Paid,f6933d74-db19-408c-be17-9897be3a5733
14095,14095,1,3/9/2026,85889.2,paid,d1366879-615e-4434-b080-e5a7d8b86e5f
14096,14096,4,8/21/2025,52733.35,paid,9eb8deb8-ad32-44ab-8868-a048bdb61c2f
14097,14097,3,9/18/2024,32971.59,FAILED,b225b31e-f909-4e01-8bd6-baf310aece8c
14098,14098,2,7/25/2025,143917.12,Refunded,ea92f853-877b-45cb-9885-6d02985dc2e9
14099,14099,3,3/21/2025,41282.98,FAILED,e41de8bd-e889-44a2-a098-a6231d65531a
14100,14100,4,5/12/2026,156017.79,Refunded,0aa70264-c641-4791-b684-19b60f6d36d0
14101,14101,4,12/2/2024,130745.98,Refunded,62d82b01-e7de-418e-81e4-3044d41ffeb8
14102,14102,4,4/7/2025,169636.66,Paid,f01f734d-1938-416e-a335-bb5e116ac27b
14103,14103,2,5/21/2025,25851.82,paid,cc0bbb79-9b36-4568-9843-2d2ceef11bd4
14104,14104,4,4/23/2026,151531.97,Refunded,774a85ad-409c-49df-849f-93d350d24630
14105,14105,4,12/2/2024,57831.73,FAILED,d8750ed1-daf7-4bba-856f-58b8268aa968
14106,14106,2,11/26/2025,65990.95,Paid,2d217dee-8e57-4bf9-9c41-e56f9adbafc9
14107,14107,2,6/27/2025,201221.06,Pending,c92c517d-49d6-4ed0-a42a-b6fd3a7366ed
14108,14108,4,11/28/2024,89937.32,Refunded,ca2e2cfb-3090-4709-8b4a-15da403e7e08
14109,14109,2,5/11/2026,89910.11,paid,9e0cf8b4-bb54-4b10-bceb-b57e3b7c5625
14110,14110,1,10/13/2025,2261.2,Refunded,a9bb8b13-0985-44a6-b37d-225e1bc07919
14111,14111,4,3/11/2025,137778.14,Failed,34ce6014-defa-43e5-abfb-2cde1e600557
14112,14112,3,8/28/2024,59453.66,FAILED,b5173b82-4d1e-4186-9f29-1b54eb8c199e
14113,14113,4,2/7/2026,27214.66,paid,4bbd8d22-f742-4423-89bf-aae2fd73ee08
14114,14114,1,1/10/2026,172898.1,Pending,811bccf7-73c5-4601-b15b-5f8e9ce803cf
14115,14115,1,11/17/2025,48922.59,Failed,7baa6d86-9fbe-4e96-bb4a-11abc7bc0eef
14116,14116,2,3/31/2025,101086.59,Pending,9065c466-b64f-4abb-89b7-32b1b9c65a39
14117,14117,4,5/27/2025,43856.07,FAILED,0accd3f9-96fd-4470-bd8b-d4874b87d197
14118,14118,4,4/5/2025,54910.37,paid,b981594d-687d-4553-a66b-b98b189e7b64
14119,14119,3,2/19/2025,17469.07,paid,c83741b7-3a20-4369-bc08-6ff6068ce011
14120,14120,2,3/31/2025,18740.7,Pending,5af8b711-1787-4f21-8e31-4612ad2411e9
14121,14121,3,6/9/2024,59569.24,Refunded,bb6db38c-64dc-4836-96d6-f02d47918f03
14122,14122,4,3/25/2025,52602.83,Paid,85cc4728-638f-43fe-a3d2-84c8870855f1
14123,14123,1,12/28/2025,108598.74,paid,8bd4cc8b-2af9-4d1b-a987-8bdd733e1d5c
14124,14124,2,3/30/2026,108850.62,FAILED,91c4654b-9336-4a78-903a-55855c9db405
14125,14125,4,4/23/2026,36757.28,paid,a1ec29d1-1e36-496d-b8e9-68a7385ba1f0
14126,14126,4,1/21/2025,62347.59,FAILED,0a751b16-0cd5-4b05-a182-ea1344313501
14127,14127,2,3/20/2026,62217.87,Refunded,b8f2f3e7-ad80-4c60-9d6d-aff32ad8ede6
14128,14128,1,4/22/2026,62421.53,Paid,f995b989-770a-41f6-ab9b-ee4e664a2a69
14129,14129,4,9/16/2024,206669.68,Failed,c01d98a7-80b9-475c-ba99-b2e5fa38b584
14130,14130,2,5/28/2024,14253.9,Refunded,94c04be9-f5ed-44c4-8c4c-34671867955d
14131,14131,1,6/1/2024,87592.96,Failed,2dfc7781-3675-4a51-9ca0-1b29b1e78f83
14132,14132,2,8/20/2025,106368.43,Failed,710751e5-69b8-4d0a-84b7-e9ef97fd2d6a
14133,14133,3,7/25/2025,85785.03,Failed,c4c9f44c-7620-49e7-8f92-f707b574f4d4
14134,14134,4,3/19/2025,88760.41,Refunded,63cb48b0-7e0b-48be-8e99-0a4b5f23c8a2
14135,14135,3,7/22/2025,113886.94,paid,4476173f-f36a-4653-bfc5-14bcdc21b86e
14136,14136,4,11/12/2025,68458.52,Pending,d9e23e0c-0470-4f12-8cc2-9792f8c931bf
14137,14137,4,5/20/2025,134160.45,Failed,888dd627-a8f1-44f1-a0c5-b3bf887fca8e
14138,14138,4,9/16/2025,31122.75,paid,b6d1678b-af62-47df-8468-6ae85065c143
14139,14139,2,5/11/2025,115182.66,Failed,a64ac157-b60b-406a-9b1b-c6a934fc6004
14140,14140,3,2/8/2026,14030.23,FAILED,9fea5dd8-b9a9-4977-a80f-76148ecab2d1
14141,14141,2,9/7/2024,44350,paid,3b8d5f84-037e-474d-be93-7daf606a3287
14142,14142,2,6/19/2025,20264.66,Paid,abf20af3-fcec-4d88-a258-6e4abf716cbb
14143,14143,2,2/11/2025,72630.81,FAILED,116f887e-8def-4dff-a960-a7068029fa6e
14144,14144,4,11/12/2025,149887.46,Refunded,7c80b31c-e1f2-46a6-8ae0-de51e8d6179d
14145,14145,3,12/22/2024,157962.65,Paid,9785da27-1c8c-43e1-b468-c8ba65d9f7e2
14146,14146,1,8/31/2024,110694.86,FAILED,1efda682-e136-4dee-a667-ed35a4e6e162
14147,14147,1,11/26/2025,134092.8,Refunded,617215ac-1f5f-4bb1-9711-a92c94b1ffff
14148,14148,4,8/3/2025,99413.39,paid,1a5c53a5-3b0c-47d2-b8a8-a9f17e1added
14149,14149,4,8/25/2024,100180.96,Pending,136b6b9f-e1cb-44d4-a10e-d0d5f4b603be
14150,14150,2,6/11/2024,89440.94,Failed,7e998a35-9a03-4bb7-8859-8a1c3d263fbd
14151,14151,3,11/15/2025,22406.24,Paid,3f34a4c9-3e7a-4f38-8b5f-9ded6e8e3053
14152,14152,4,6/27/2025,20723.66,FAILED,f2f9f0f8-06a9-4429-a0ce-b4d0a97c53da
14153,14153,1,8/23/2025,49963.29,paid,9124eb95-a784-42ed-a795-43bffa73b6c5
14154,14154,1,10/2/2025,148761.71,Refunded,95dd9270-cd53-4376-9c98-0acc992dfd03
14155,14155,4,3/19/2026,22557.83,Failed,f043f3a0-764a-4dc8-99de-b0049dfa5e8c
14156,14156,2,12/26/2024,19350.28,FAILED,c188219c-7148-4513-9c31-f45a7c38824e
14157,14157,1,5/27/2024,32142.28,Pending,2579fe05-bb87-4324-9df2-429af4cdb5f3
14158,14158,4,9/24/2024,106804.68,paid,bb652d77-764d-461b-a09f-bc3018d0bdff
14159,14159,4,7/24/2025,147638.81,Refunded,aefb99d3-755a-4bae-a74e-a15404e882a5
14160,14160,2,9/17/2024,10420.88,paid,26c886bb-02f3-4579-9061-d17fb94c8dc6
14161,14161,2,1/20/2025,245242,Paid,cd8ff2c5-588d-4ea3-863f-8a8154024df3
14162,14162,2,4/12/2026,78254.24,paid,cbb04c88-1f4d-4c20-b02e-6178a2cf6ddd
14163,14163,3,3/25/2025,83237.66,Pending,b5bd53eb-cb58-460a-906a-e30826f5e560
14164,14164,3,3/14/2026,81172.6,Pending,41ebfbc5-3e2b-4947-bcdc-eca12674773f
14165,14165,1,12/2/2024,148083.91,Failed,0d126f1e-9823-4522-955c-dd75408de9bb
14166,14166,4,8/21/2025,174588.94,paid,58a45181-5143-46e1-a945-33d349edeac8
14167,14167,4,8/28/2024,194440.88,FAILED,a9d2f5fb-383a-4c45-852e-d463f7a5f5f6
14168,14168,4,3/5/2026,73245.99,Pending,72e91bbb-7d3d-4975-87d4-6c8b6069d776
14169,14169,2,5/28/2024,20178.31,Refunded,d483a3df-cf49-4977-b08a-222aa92f4ad1
14170,14170,1,1/25/2025,132951.27,Refunded,f2e29bab-f74b-4ad2-9c6e-c001abf7f9a0
14171,14171,3,11/28/2025,160581.9,Failed,910bfff7-f376-4159-8454-223e58981533
14172,14172,4,2/5/2025,5507.5,paid,1809ee9e-3bf8-4e3b-aeb4-82a06dd956ef
14173,14173,1,7/17/2025,83781.39,Refunded,a00d6ef4-a2ba-41a9-9113-de32a91f5067
14174,14174,2,6/7/2025,10463.54,paid,f65a1084-5430-42e8-b03c-570dc2a883e0
14175,14175,3,3/26/2026,38582.12,Refunded,c4a70d41-807f-497e-aaac-e0b4956263a0
14176,14176,2,5/16/2025,70520.91,Refunded,7534765b-abd6-407b-9dae-3ee5f66da930
14177,14177,1,6/21/2024,174372.33,Refunded,5601d3eb-95d8-4f5b-972c-9ce4a927cc26
14178,14178,3,5/17/2026,145594.34,paid,f98dd060-169f-4bd7-b464-f3cf37cd624c
14179,14179,3,6/3/2024,83931.79,Pending,abe8716e-15cd-480c-b314-a19d5026f349
14180,14180,3,12/19/2025,15039.5,Refunded,ae3c0cbb-fa3f-40ee-a28c-56883056d3a2
14181,14181,1,8/15/2024,71558.94,Failed,9ae29bc1-3388-45f6-b6cc-117c623dcea1
14182,14182,2,11/28/2025,54360.06,Paid,d7daaa8c-3d0d-4a77-8c71-a70d5ccb3495
14183,14183,3,2/23/2026,103605.45,Paid,9e7e6a9a-c899-465d-bacc-eb7f8cfe1904
14184,14184,2,8/30/2024,12157.05,Refunded,0de56df3-1970-4502-b691-dd327f86539a
14185,14185,4,12/2/2025,93861.9,Paid,1bf2edbf-5772-4c4c-8ace-8d3ddb4d8253
14186,14186,2,11/17/2025,117220.57,Refunded,873456f1-8b68-4956-a0a2-e861457505a4
14187,14187,3,10/1/2025,3263.17,FAILED,12d0e01f-1fd4-45c5-9f13-891451145d95
14188,14188,4,9/6/2025,85316.19,paid,edc12f6c-075e-4158-9f2c-2077c8dcb7fc
14189,14189,3,6/18/2024,93041.4,FAILED,2ed23d25-7261-44a3-a9de-07318f20cdd3
14190,14190,4,5/7/2025,136464.02,paid,25ecdf58-a35d-47a8-a3e2-501a2eee6659
14191,14191,2,11/29/2025,187317.52,paid,446ffecd-d3a6-4ebe-86bb-37da6f9f5002
14192,14192,1,8/30/2025,114517.56,Paid,6e4180b2-8307-42b4-bd1c-adaffa075a92
14193,14193,1,12/6/2025,124758.4,paid,410be322-e14e-4c13-b6f6-c3c4bf49d84f
14194,14194,4,5/6/2025,108459.33,Pending,9125a812-623b-420a-8ca7-628c952e5d18
14195,14195,4,4/7/2025,26398.5,Paid,6f79fce1-fc3c-49fc-adec-2f8a6137f868
14196,14196,4,7/23/2024,156266.32,paid,5a12bc5d-9bf3-4910-b6e3-d859ff75d6c5
14197,14197,1,4/8/2025,101951.78,Failed,2dd1bd83-a4d0-4e9f-a849-495168aade1a
14198,14198,2,1/15/2025,7061.51,FAILED,0f456246-7800-4f8a-aa44-48764eee5169
14199,14199,1,2/19/2025,147939.16,Paid,f2c28063-b4fd-4e47-91f2-1daa6c522084
14200,14200,4,10/24/2025,27733.54,Failed,f91cae2a-0bf6-4d82-bd62-34a1f1abf3c4
14201,14201,1,5/12/2026,111456.14,Failed,5692769c-348d-4963-90aa-739c4a31cb0c
14202,14202,2,11/14/2024,77736.87,Paid,ce6d47d2-8110-45be-820c-74bb873d6acd
14203,14203,3,8/17/2025,84788,FAILED,801287d0-cd59-4ad8-8ec0-7a2b6c202d66
14204,14204,1,9/10/2024,67695.68,Failed,f138aa50-bb9b-4ebd-b99e-fccfaa22a1b2
14205,14205,1,4/12/2025,-100,FAILED,444d0cd5-0c14-4798-a72c-0a0e71703f64
14206,14206,1,1/5/2026,263409.4,Pending,f1f5c5bd-bae5-43bc-a4da-7d06e262073f
14207,14207,4,4/22/2025,70430.61,FAILED,f91cd0dc-f650-4f6b-b28e-375eca99ab5b
14208,14208,1,7/28/2024,103833.64,FAILED,5ba9b244-d3ff-42b1-a2ff-4c42617b93ce
14209,14209,3,10/12/2025,99216.47,Refunded,8ac8d312-2794-473d-a19d-7d1b77b1a615
14210,14210,3,11/27/2025,43001.06,paid,24140af7-ff65-4548-8803-65b2d7dc48da
14211,14211,1,1/23/2026,68181.12,Failed,409838e3-358d-4820-a49a-82298949ca5e
14212,14212,3,12/23/2025,45551.47,paid,a85f45a3-9f29-4581-a44c-d3150859a955
14213,14213,1,12/11/2024,47949.39,Failed,05f73d7c-b723-4aff-a59e-5fe5e56d7c6d
14214,14214,2,2/23/2025,30497.32,Refunded,00230a04-672c-414e-8fd8-3fbb51788d52
14215,14215,4,1/21/2025,26401.34,Paid,260becad-9ba9-47d9-b7c7-ce75a7fce214
14216,14216,1,5/4/2025,27141.37,Pending,b19ffb5a-05ec-4c34-a46a-bc7371da673e
14217,14217,2,10/2/2025,95316.18,FAILED,edb2b877-4b15-471c-b582-4a172e042b60
14218,14218,3,10/23/2024,173472.58,FAILED,edca1ab2-65a2-4b24-85ad-9a28d4aa254f
14219,14219,2,6/23/2025,3395.15,Refunded,9889fd81-27f6-46e3-b727-d5ab7701f501
14220,14220,4,12/28/2024,117916.97,FAILED,03f28208-995b-4885-9a5f-facb5a2e4e1d
